E:\car2\IMG\center_2020_03_23_10_30_03_398.jpg,E:\car2\IMG\left_2020_03_23_10_30_03_398.jpg,E:\car2\IMG\right_2020_03_23_10_30_03_398.jpg,0,0,0,19.61812
E:\car2\IMG\center_2020_03_23_10_30_03_464.jpg,E:\car2\IMG\left_2020_03_23_10_30_03_464.jpg,E:\car2\IMG\right_2020_03_23_10_30_03_464.jpg,-0.2,0,0,19.4361
E:\car2\IMG\center_2020_03_23_10_30_03_587.jpg,E:\car2\IMG\left_2020_03_23_10_30_03_587.jpg,E:\car2\IMG\right_2020_03_23_10_30_03_587.jpg,0,0,0,19.14936
E:\car2\IMG\center_2020_03_23_10_30_03_662.jpg,E:\car2\IMG\left_2020_03_23_10_30_03_662.jpg,E:\car2\IMG\right_2020_03_23_10_30_03_662.jpg,0,0,0,19.44204
E:\car2\IMG\center_2020_03_23_10_30_03_765.jpg,E:\car2\IMG\left_2020_03_23_10_30_03_765.jpg,E:\car2\IMG\right_2020_03_23_10_30_03_765.jpg,0,0,0,19.2216
E:\car2\IMG\center_2020_03_23_10_30_03_889.jpg,E:\car2\IMG\left_2020_03_23_10_30_03_889.jpg,E:\car2\IMG\right_2020_03_23_10_30_03_889.jpg,0,0,0,18.99708
E:\car2\IMG\center_2020_03_23_10_30_04_006.jpg,E:\car2\IMG\left_2020_03_23_10_30_04_006.jpg,E:\car2\IMG\right_2020_03_23_10_30_04_006.jpg,-0.3,0,0,18.72017
E:\car2\IMG\center_2020_03_23_10_30_04_123.jpg,E:\car2\IMG\left_2020_03_23_10_30_04_123.jpg,E:\car2\IMG\right_2020_03_23_10_30_04_123.jpg,0,0,0,17.98902
E:\car2\IMG\center_2020_03_23_10_30_04_239.jpg,E:\car2\IMG\left_2020_03_23_10_30_04_239.jpg,E:\car2\IMG\right_2020_03_23_10_30_04_239.jpg,0,0,0,17.73981
E:\car2\IMG\center_2020_03_23_10_30_04_358.jpg,E:\car2\IMG\left_2020_03_23_10_30_04_358.jpg,E:\car2\IMG\right_2020_03_23_10_30_04_358.jpg,-0.15,0,0,17.51088
E:\car2\IMG\center_2020_03_23_10_30_04_475.jpg,E:\car2\IMG\left_2020_03_23_10_30_04_475.jpg,E:\car2\IMG\right_2020_03_23_10_30_04_475.jpg,-0.45,0,0,17.22902
E:\car2\IMG\center_2020_03_23_10_30_04_602.jpg,E:\car2\IMG\left_2020_03_23_10_30_04_602.jpg,E:\car2\IMG\right_2020_03_23_10_30_04_602.jpg,0,0,0,16.89318
E:\car2\IMG\center_2020_03_23_10_30_04_716.jpg,E:\car2\IMG\left_2020_03_23_10_30_04_716.jpg,E:\car2\IMG\right_2020_03_23_10_30_04_716.jpg,0,0,0,16.64257
E:\car2\IMG\center_2020_03_23_10_30_04_845.jpg,E:\car2\IMG\left_2020_03_23_10_30_04_845.jpg,E:\car2\IMG\right_2020_03_23_10_30_04_845.jpg,-0.15,0,0,16.4274
E:\car2\IMG\center_2020_03_23_10_30_04_950.jpg,E:\car2\IMG\left_2020_03_23_10_30_04_950.jpg,E:\car2\IMG\right_2020_03_23_10_30_04_950.jpg,-0.45,0,0,16.1564
E:\car2\IMG\center_2020_03_23_10_30_05_028.jpg,E:\car2\IMG\left_2020_03_23_10_30_05_028.jpg,E:\car2\IMG\right_2020_03_23_10_30_05_028.jpg,-0.6500001,0,0,15.91928
E:\car2\IMG\center_2020_03_23_10_30_05_174.jpg,E:\car2\IMG\left_2020_03_23_10_30_05_174.jpg,E:\car2\IMG\right_2020_03_23_10_30_05_174.jpg,0,0,0,15.64757
E:\car2\IMG\center_2020_03_23_10_30_05_272.jpg,E:\car2\IMG\left_2020_03_23_10_30_05_272.jpg,E:\car2\IMG\right_2020_03_23_10_30_05_272.jpg,0,0,0,16.03292
E:\car2\IMG\center_2020_03_23_10_30_05_399.jpg,E:\car2\IMG\left_2020_03_23_10_30_05_399.jpg,E:\car2\IMG\right_2020_03_23_10_30_05_399.jpg,-0.3,0,0,15.81072
E:\car2\IMG\center_2020_03_23_10_30_05_527.jpg,E:\car2\IMG\left_2020_03_23_10_30_05_527.jpg,E:\car2\IMG\right_2020_03_23_10_30_05_527.jpg,-0.6000001,0,0,15.48387
E:\car2\IMG\center_2020_03_23_10_30_05_644.jpg,E:\car2\IMG\left_2020_03_23_10_30_05_644.jpg,E:\car2\IMG\right_2020_03_23_10_30_05_644.jpg,0,0,0,14.71193
E:\car2\IMG\center_2020_03_23_10_30_05_769.jpg,E:\car2\IMG\left_2020_03_23_10_30_05_769.jpg,E:\car2\IMG\right_2020_03_23_10_30_05_769.jpg,0,0,0,14.53135
E:\car2\IMG\center_2020_03_23_10_30_05_888.jpg,E:\car2\IMG\left_2020_03_23_10_30_05_888.jpg,E:\car2\IMG\right_2020_03_23_10_30_05_888.jpg,-0.15,0,0,14.35606
E:\car2\IMG\center_2020_03_23_10_30_06_015.jpg,E:\car2\IMG\left_2020_03_23_10_30_06_015.jpg,E:\car2\IMG\right_2020_03_23_10_30_06_015.jpg,-0.45,0,0,14.11196
E:\car2\IMG\center_2020_03_23_10_30_06_132.jpg,E:\car2\IMG\left_2020_03_23_10_30_06_132.jpg,E:\car2\IMG\right_2020_03_23_10_30_06_132.jpg,0,0,0,13.86505
E:\car2\IMG\center_2020_03_23_10_30_06_256.jpg,E:\car2\IMG\left_2020_03_23_10_30_06_256.jpg,E:\car2\IMG\right_2020_03_23_10_30_06_256.jpg,0,0,0,13.69998
E:\car2\IMG\center_2020_03_23_10_30_06_373.jpg,E:\car2\IMG\left_2020_03_23_10_30_06_373.jpg,E:\car2\IMG\right_2020_03_23_10_30_06_373.jpg,0,0,0,13.50537
E:\car2\IMG\center_2020_03_23_10_30_06_489.jpg,E:\car2\IMG\left_2020_03_23_10_30_06_489.jpg,E:\car2\IMG\right_2020_03_23_10_30_06_489.jpg,0,0,0,13.31208
E:\car2\IMG\center_2020_03_23_10_30_06_604.jpg,E:\car2\IMG\left_2020_03_23_10_30_06_604.jpg,E:\car2\IMG\right_2020_03_23_10_30_06_604.jpg,0,0,0,13.75101
E:\car2\IMG\center_2020_03_23_10_30_06_719.jpg,E:\car2\IMG\left_2020_03_23_10_30_06_719.jpg,E:\car2\IMG\right_2020_03_23_10_30_06_719.jpg,0,0,0,12.96667
E:\car2\IMG\center_2020_03_23_10_30_06_835.jpg,E:\car2\IMG\left_2020_03_23_10_30_06_835.jpg,E:\car2\IMG\right_2020_03_23_10_30_06_835.jpg,0,0.342711,0,13.69408
E:\car2\IMG\center_2020_03_23_10_30_06_952.jpg,E:\car2\IMG\left_2020_03_23_10_30_06_952.jpg,E:\car2\IMG\right_2020_03_23_10_30_06_952.jpg,0,0.7014233,0,14.08212
E:\car2\IMG\center_2020_03_23_10_30_07_075.jpg,E:\car2\IMG\left_2020_03_23_10_30_07_075.jpg,E:\car2\IMG\right_2020_03_23_10_30_07_075.jpg,0,1,0,15.27593
E:\car2\IMG\center_2020_03_23_10_30_07_178.jpg,E:\car2\IMG\left_2020_03_23_10_30_07_178.jpg,E:\car2\IMG\right_2020_03_23_10_30_07_178.jpg,-0.3,1,0,16.488
E:\car2\IMG\center_2020_03_23_10_30_07_295.jpg,E:\car2\IMG\left_2020_03_23_10_30_07_295.jpg,E:\car2\IMG\right_2020_03_23_10_30_07_295.jpg,0,0.6505114,0,17.30447
E:\car2\IMG\center_2020_03_23_10_30_07_409.jpg,E:\car2\IMG\left_2020_03_23_10_30_07_409.jpg,E:\car2\IMG\right_2020_03_23_10_30_07_409.jpg,0,0.3068377,0,17.63795
E:\car2\IMG\center_2020_03_23_10_30_07_528.jpg,E:\car2\IMG\left_2020_03_23_10_30_07_528.jpg,E:\car2\IMG\right_2020_03_23_10_30_07_528.jpg,-0.15,0,0,17.49461
E:\car2\IMG\center_2020_03_23_10_30_07_648.jpg,E:\car2\IMG\left_2020_03_23_10_30_07_648.jpg,E:\car2\IMG\right_2020_03_23_10_30_07_648.jpg,-0.45,0,0,17.19576
E:\car2\IMG\center_2020_03_23_10_30_07_766.jpg,E:\car2\IMG\left_2020_03_23_10_30_07_766.jpg,E:\car2\IMG\right_2020_03_23_10_30_07_766.jpg,0,0,0,16.93725
E:\car2\IMG\center_2020_03_23_10_30_07_903.jpg,E:\car2\IMG\left_2020_03_23_10_30_07_903.jpg,E:\car2\IMG\right_2020_03_23_10_30_07_903.jpg,0,0,0,16.7181
E:\car2\IMG\center_2020_03_23_10_30_08_007.jpg,E:\car2\IMG\left_2020_03_23_10_30_08_007.jpg,E:\car2\IMG\right_2020_03_23_10_30_08_007.jpg,-0.15,0,0,16.50994
E:\car2\IMG\center_2020_03_23_10_30_08_128.jpg,E:\car2\IMG\left_2020_03_23_10_30_08_128.jpg,E:\car2\IMG\right_2020_03_23_10_30_08_128.jpg,-0.45,0,0,16.23622
E:\car2\IMG\center_2020_03_23_10_30_08_248.jpg,E:\car2\IMG\left_2020_03_23_10_30_08_248.jpg,E:\car2\IMG\right_2020_03_23_10_30_08_248.jpg,0,0,0,15.99361
E:\car2\IMG\center_2020_03_23_10_30_08_385.jpg,E:\car2\IMG\left_2020_03_23_10_30_08_385.jpg,E:\car2\IMG\right_2020_03_23_10_30_08_385.jpg,0,0,0,15.80101
E:\car2\IMG\center_2020_03_23_10_30_08_504.jpg,E:\car2\IMG\left_2020_03_23_10_30_08_504.jpg,E:\car2\IMG\right_2020_03_23_10_30_08_504.jpg,-0.15,0,0,15.61432
E:\car2\IMG\center_2020_03_23_10_30_08_623.jpg,E:\car2\IMG\left_2020_03_23_10_30_08_623.jpg,E:\car2\IMG\right_2020_03_23_10_30_08_623.jpg,0,0,0,15.39337
E:\car2\IMG\center_2020_03_23_10_30_08_743.jpg,E:\car2\IMG\left_2020_03_23_10_30_08_743.jpg,E:\car2\IMG\right_2020_03_23_10_30_08_743.jpg,0,0,0,15.21568
E:\car2\IMG\center_2020_03_23_10_30_08_864.jpg,E:\car2\IMG\left_2020_03_23_10_30_08_864.jpg,E:\car2\IMG\right_2020_03_23_10_30_08_864.jpg,0,0,0,15.03802
E:\car2\IMG\center_2020_03_23_10_30_08_987.jpg,E:\car2\IMG\left_2020_03_23_10_30_08_987.jpg,E:\car2\IMG\right_2020_03_23_10_30_08_987.jpg,0,0,0,14.85769
E:\car2\IMG\center_2020_03_23_10_30_09_108.jpg,E:\car2\IMG\left_2020_03_23_10_30_09_108.jpg,E:\car2\IMG\right_2020_03_23_10_30_09_108.jpg,-0.15,0,0,14.67252
E:\car2\IMG\center_2020_03_23_10_30_09_236.jpg,E:\car2\IMG\left_2020_03_23_10_30_09_236.jpg,E:\car2\IMG\right_2020_03_23_10_30_09_236.jpg,0,0,0,14.4573
E:\car2\IMG\center_2020_03_23_10_30_09_353.jpg,E:\car2\IMG\left_2020_03_23_10_30_09_353.jpg,E:\car2\IMG\right_2020_03_23_10_30_09_353.jpg,0,0,0,14.28502
E:\car2\IMG\center_2020_03_23_10_30_09_475.jpg,E:\car2\IMG\left_2020_03_23_10_30_09_475.jpg,E:\car2\IMG\right_2020_03_23_10_30_09_475.jpg,0,0,0,14.09427
E:\car2\IMG\center_2020_03_23_10_30_09_598.jpg,E:\car2\IMG\left_2020_03_23_10_30_09_598.jpg,E:\car2\IMG\right_2020_03_23_10_30_09_598.jpg,-0.35,0,0,14.361
E:\car2\IMG\center_2020_03_23_10_30_09_723.jpg,E:\car2\IMG\left_2020_03_23_10_30_09_723.jpg,E:\car2\IMG\right_2020_03_23_10_30_09_723.jpg,0,0,0,14.18475
E:\car2\IMG\center_2020_03_23_10_30_09_846.jpg,E:\car2\IMG\left_2020_03_23_10_30_09_846.jpg,E:\car2\IMG\right_2020_03_23_10_30_09_846.jpg,0,0,0,13.98505
E:\car2\IMG\center_2020_03_23_10_30_09_971.jpg,E:\car2\IMG\left_2020_03_23_10_30_09_971.jpg,E:\car2\IMG\right_2020_03_23_10_30_09_971.jpg,-0.3,0,0,13.75512
E:\car2\IMG\center_2020_03_23_10_30_10_092.jpg,E:\car2\IMG\left_2020_03_23_10_30_10_092.jpg,E:\car2\IMG\right_2020_03_23_10_30_10_092.jpg,-0.6000001,0,0,13.46976
E:\car2\IMG\center_2020_03_23_10_30_10_215.jpg,E:\car2\IMG\left_2020_03_23_10_30_10_215.jpg,E:\car2\IMG\right_2020_03_23_10_30_10_215.jpg,0,0,0,13.31368
E:\car2\IMG\center_2020_03_23_10_30_10_341.jpg,E:\car2\IMG\left_2020_03_23_10_30_10_341.jpg,E:\car2\IMG\right_2020_03_23_10_30_10_341.jpg,0,0,0,13.03394
E:\car2\IMG\center_2020_03_23_10_30_10_465.jpg,E:\car2\IMG\left_2020_03_23_10_30_10_465.jpg,E:\car2\IMG\right_2020_03_23_10_30_10_465.jpg,-0.35,0,0,12.44169
E:\car2\IMG\center_2020_03_23_10_30_10_585.jpg,E:\car2\IMG\left_2020_03_23_10_30_10_585.jpg,E:\car2\IMG\right_2020_03_23_10_30_10_585.jpg,0,0,0,12.27575
E:\car2\IMG\center_2020_03_23_10_30_10_708.jpg,E:\car2\IMG\left_2020_03_23_10_30_10_708.jpg,E:\car2\IMG\right_2020_03_23_10_30_10_708.jpg,0,0,0,12.22937
E:\car2\IMG\center_2020_03_23_10_30_10_831.jpg,E:\car2\IMG\left_2020_03_23_10_30_10_831.jpg,E:\car2\IMG\right_2020_03_23_10_30_10_831.jpg,0,0,0,12.01421
E:\car2\IMG\center_2020_03_23_10_30_10_956.jpg,E:\car2\IMG\left_2020_03_23_10_30_10_956.jpg,E:\car2\IMG\right_2020_03_23_10_30_10_956.jpg,0,0,0,11.87065
E:\car2\IMG\center_2020_03_23_10_30_11_083.jpg,E:\car2\IMG\left_2020_03_23_10_30_11_083.jpg,E:\car2\IMG\right_2020_03_23_10_30_11_083.jpg,-0.2,0,0,11.86788
E:\car2\IMG\center_2020_03_23_10_30_11_205.jpg,E:\car2\IMG\left_2020_03_23_10_30_11_205.jpg,E:\car2\IMG\right_2020_03_23_10_30_11_205.jpg,-0.5000001,0,0,11.67021
E:\car2\IMG\center_2020_03_23_10_30_11_330.jpg,E:\car2\IMG\left_2020_03_23_10_30_11_330.jpg,E:\car2\IMG\right_2020_03_23_10_30_11_330.jpg,0,0,0,11.62428
E:\car2\IMG\center_2020_03_23_10_30_11_452.jpg,E:\car2\IMG\left_2020_03_23_10_30_11_452.jpg,E:\car2\IMG\right_2020_03_23_10_30_11_452.jpg,0,0,0,11.37798
E:\car2\IMG\center_2020_03_23_10_30_11_576.jpg,E:\car2\IMG\left_2020_03_23_10_30_11_576.jpg,E:\car2\IMG\right_2020_03_23_10_30_11_576.jpg,-0.15,0,0,11.14213
E:\car2\IMG\center_2020_03_23_10_30_11_685.jpg,E:\car2\IMG\left_2020_03_23_10_30_11_685.jpg,E:\car2\IMG\right_2020_03_23_10_30_11_685.jpg,-0.5000001,0,0,10.90304
E:\car2\IMG\center_2020_03_23_10_30_11_809.jpg,E:\car2\IMG\left_2020_03_23_10_30_11_809.jpg,E:\car2\IMG\right_2020_03_23_10_30_11_809.jpg,0,0,0,10.7403
E:\car2\IMG\center_2020_03_23_10_30_11_934.jpg,E:\car2\IMG\left_2020_03_23_10_30_11_934.jpg,E:\car2\IMG\right_2020_03_23_10_30_11_934.jpg,0,0,0,10.60986
E:\car2\IMG\center_2020_03_23_10_30_12_057.jpg,E:\car2\IMG\left_2020_03_23_10_30_12_057.jpg,E:\car2\IMG\right_2020_03_23_10_30_12_057.jpg,0,0,0,10.48214
E:\car2\IMG\center_2020_03_23_10_30_12_123.jpg,E:\car2\IMG\left_2020_03_23_10_30_12_123.jpg,E:\car2\IMG\right_2020_03_23_10_30_12_123.jpg,0,0,0,10.39789
E:\car2\IMG\center_2020_03_23_10_30_12_247.jpg,E:\car2\IMG\left_2020_03_23_10_30_12_247.jpg,E:\car2\IMG\right_2020_03_23_10_30_12_247.jpg,-0.3,0,0,10.24434
E:\car2\IMG\center_2020_03_23_10_30_12_373.jpg,E:\car2\IMG\left_2020_03_23_10_30_12_373.jpg,E:\car2\IMG\right_2020_03_23_10_30_12_373.jpg,0,0,0,10.06262
E:\car2\IMG\center_2020_03_23_10_30_12_495.jpg,E:\car2\IMG\left_2020_03_23_10_30_12_495.jpg,E:\car2\IMG\right_2020_03_23_10_30_12_495.jpg,0,0,0,9.937499
E:\car2\IMG\center_2020_03_23_10_30_12_621.jpg,E:\car2\IMG\left_2020_03_23_10_30_12_621.jpg,E:\car2\IMG\right_2020_03_23_10_30_12_621.jpg,0,0,0,9.817767
E:\car2\IMG\center_2020_03_23_10_30_12_744.jpg,E:\car2\IMG\left_2020_03_23_10_30_12_744.jpg,E:\car2\IMG\right_2020_03_23_10_30_12_744.jpg,0,0,0,9.699628
E:\car2\IMG\center_2020_03_23_10_30_12_868.jpg,E:\car2\IMG\left_2020_03_23_10_30_12_868.jpg,E:\car2\IMG\right_2020_03_23_10_30_12_868.jpg,0,0,0,9.563606
E:\car2\IMG\center_2020_03_23_10_30_12_991.jpg,E:\car2\IMG\left_2020_03_23_10_30_12_991.jpg,E:\car2\IMG\right_2020_03_23_10_30_12_991.jpg,0,0.1904235,0,9.572462
E:\car2\IMG\center_2020_03_23_10_30_13_115.jpg,E:\car2\IMG\left_2020_03_23_10_30_13_115.jpg,E:\car2\IMG\right_2020_03_23_10_30_13_115.jpg,0,0.5631534,0,10.10882
E:\car2\IMG\center_2020_03_23_10_30_13_236.jpg,E:\car2\IMG\left_2020_03_23_10_30_13_236.jpg,E:\car2\IMG\right_2020_03_23_10_30_13_236.jpg,0,0.922578,0,11.16776
E:\car2\IMG\center_2020_03_23_10_30_13_358.jpg,E:\car2\IMG\left_2020_03_23_10_30_13_358.jpg,E:\car2\IMG\right_2020_03_23_10_30_13_358.jpg,0,1,0,12.51921
E:\car2\IMG\center_2020_03_23_10_30_13_499.jpg,E:\car2\IMG\left_2020_03_23_10_30_13_499.jpg,E:\car2\IMG\right_2020_03_23_10_30_13_499.jpg,0,1,0,13.84363
E:\car2\IMG\center_2020_03_23_10_30_13_606.jpg,E:\car2\IMG\left_2020_03_23_10_30_13_606.jpg,E:\car2\IMG\right_2020_03_23_10_30_13_606.jpg,0,1,0,15.10835
E:\car2\IMG\center_2020_03_23_10_30_13_728.jpg,E:\car2\IMG\left_2020_03_23_10_30_13_728.jpg,E:\car2\IMG\right_2020_03_23_10_30_13_728.jpg,0,1,0,16.40311
E:\car2\IMG\center_2020_03_23_10_30_13_848.jpg,E:\car2\IMG\left_2020_03_23_10_30_13_848.jpg,E:\car2\IMG\right_2020_03_23_10_30_13_848.jpg,-0.3,1,0,17.64134
E:\car2\IMG\center_2020_03_23_10_30_13_969.jpg,E:\car2\IMG\left_2020_03_23_10_30_13_969.jpg,E:\car2\IMG\right_2020_03_23_10_30_13_969.jpg,0,1,0,18.81877
E:\car2\IMG\center_2020_03_23_10_30_14_092.jpg,E:\car2\IMG\left_2020_03_23_10_30_14_092.jpg,E:\car2\IMG\right_2020_03_23_10_30_14_092.jpg,0,1,0,20.05642
E:\car2\IMG\center_2020_03_23_10_30_14_210.jpg,E:\car2\IMG\left_2020_03_23_10_30_14_210.jpg,E:\car2\IMG\right_2020_03_23_10_30_14_210.jpg,0,1,0,21.28634
